变更单 ID,变更类型,变更单地址,项目 ID,项目名称,应用ID,应用名称,软件版本,配置变量版本,配置模版版本,流水线 ID,审批人,执行人,变更单开始时间,变更单结束时间,变更实例数目,任务正式变更总时长（全量时长）,是否灰度,第一个实例到第二个实例执行间隔,在 10min 内开始执行实例数,在 10min 内开始执行实例比例,是否灰度单台,最后 10min 内完成执行实例数,最后 10min 内完成执行实例比例,批量策略是否合格,最大并发实例数,最大并发实例比例,是否有暂停/观察,暂停/观察点数目,暂停/观察时间大于 30min 点数目,第一个暂停/观察点时长,第一个暂停/观察点时长是否大于 30min,是否强制回滚验证,变更单是否存在回滚,回滚实例数,回滚时长,不合规信息
8876940,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8876940,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240822111322"",""version_uuid"":""d6b5ae23-0b9b-4857-9d61-50fb20be402f""}",v_20240822141332,0,null,v_lixzheng,2024-08-22 16:55:39,2024-08-22 17:11:56,107,16m11s,true,1m17s,72,67.28971962616822,false,69,64.48598130841121,false,10,9.345794392523365,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8874362,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8874362,1096,图片平台_缓存系统,9618,cachenode,20210615144332,"{""version_name"":""v_20240822111322"",""version_uuid"":""d6b5ae23-0b9b-4857-9d61-50fb20be402f""}",v_20231108182724,0,null,winonali,2024-08-22 15:39:27,2024-08-22 15:53:42,54,3m46s,false,0s,54,100,false,54,100,false,19,35.18518518518518,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8872495,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8872495,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240822111322"",""version_uuid"":""d6b5ae23-0b9b-4857-9d61-50fb20be402f""}",v_20240822141332,0,null,v_lixzheng,2024-08-22 14:50:39,2024-08-22 15:01:15,106,9m57s,false,1m28s,106,100,false,106,100,false,19,17.92452830188679,true,1,0,5s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8872487,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8872487,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-22 14:50:34,2024-08-22 14:51:39,1,1m1s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8869406,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8869406,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20210428105446_release"",""version_uuid"":""c57257f6-78f7-4ce3-8739-c749e09b7493""}",v_20231130171454,0,null,v_lixzheng,2024-08-22 14:32:30,2024-08-22 14:40:16,6,7m42s,false,1m26s,6,100,false,6,100,false,1,16.666666666666664,true,1,0,3s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8869391,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8869391,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-22 14:22:49,2024-08-22 14:24:01,1,1m8s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8869384,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8869384,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20210428105446_release"",""version_uuid"":""c57257f6-78f7-4ce3-8739-c749e09b7493""}",v_20231130171454,0,null,v_lixzheng,2024-08-22 14:22:45,2024-08-22 14:32:42,8,9m53s,false,1m16s,8,100,false,8,100,false,1,12.5,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8869364,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8869364,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-22 14:22:40,2024-08-22 14:23:45,2,1m1s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8861627,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8861627,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240821171400"",""version_uuid"":""2499d884-8d1d-4bff-b7d6-f6ec8b5eff43""}",v_20240729195701,0,null,v_lixzheng,2024-08-22 10:51:12,2024-08-22 11:01:05,113,9m48s,false,1m24s,113,100,false,113,100,false,20,17.699115044247787,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8861611,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8861611,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240821171400"",""version_uuid"":""2499d884-8d1d-4bff-b7d6-f6ec8b5eff43""}",v_20240729195701,0,null,v_lixzheng,2024-08-22 10:50:59,2024-08-22 11:01:13,103,10m9s,true,1m23s,103,100,false,103,100,false,20,19.41747572815534,true,1,0,7s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8861095,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8861095,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-22 10:32:17,2024-08-22 10:41:16,7,8m54s,false,1m14s,7,100,false,7,100,false,1,14.285714285714285,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8861079,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8861079,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-22 10:32:12,2024-08-22 10:33:28,2,42s,false,1s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8861059,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8861059,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-22 10:32:07,2024-08-22 10:53:43,8,21m31s,true,1m16s,4,50,false,5,62.5,false,1,12.5,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8861054,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8861054,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-22 10:32:01,2024-08-22 10:33:18,2,1m12s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8844742,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8844742,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240816094530"",""version_uuid"":""7668e489-a7d7-4176-b2f9-b382829f2b0d""}",v_20240729195701,0,null,v_lixzheng,2024-08-21 14:51:33,2024-08-21 15:02:48,123,11m10s,true,1m36s,123,100,false,123,100,false,20,16.260162601626014,true,1,0,5s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8844701,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8844701,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-21 14:50:57,2024-08-21 15:03:38,6,12m37s,true,1m24s,5,83.33333333333334,false,5,83.33333333333334,false,1,16.666666666666664,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8844652,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8844652,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-21 14:50:47,2024-08-21 14:52:06,2,1m2s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8844597,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8844597,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240816094530"",""version_uuid"":""7668e489-a7d7-4176-b2f9-b382829f2b0d""}",v_20240729195701,0,null,v_lixzheng,2024-08-21 14:46:48,2024-08-21 14:58:45,104,9m52s,false,1m26s,104,100,false,104,100,false,20,19.230769230769234,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8844581,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8844581,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-21 14:39:09,2024-08-21 14:51:20,7,12m6s,true,1m17s,6,85.71428571428571,false,6,85.71428571428571,false,1,14.285714285714285,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8844552,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8844552,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-21 14:39:07,2024-08-21 14:40:15,1,1m3s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8840572,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8840572,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240821104236"",""version_uuid"":""5db230be-4b2f-4180-8b17-dcb69de08fb3""}",v_20231108182724,0,null,v_lixzheng,2024-08-21 11:12:28,2024-08-21 11:14:51,15,2m19s,false,0s,15,100,false,15,100,false,10,66.66666666666666,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8838854,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8838854,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240815163758"",""version_uuid"":""c2c04227-3d62-42cc-87df-1c6086d17285""}",v_20231108182724,0,null,v_lixzheng,2024-08-21 10:25:32,2024-08-21 10:38:42,131,12m41s,true,1m24s,116,88.54961832061069,false,128,97.70992366412213,false,19,14.50381679389313,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8838845,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8838845,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20210428105446_release"",""version_uuid"":""c57257f6-78f7-4ce3-8739-c749e09b7493""}",v_20231130171454,0,null,v_lixzheng,2024-08-21 10:25:28,2024-08-21 10:37:12,10,11m40s,true,1m14s,9,90,false,9,90,false,1,10,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8838791,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8838791,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240815163758"",""version_uuid"":""c2c04227-3d62-42cc-87df-1c6086d17285""}",v_20231108182724,0,null,v_lixzheng,2024-08-21 10:23:03,2024-08-21 10:47:06,105,13m39s,true,1m32s,101,96.19047619047619,false,84,80,false,20,19.047619047619047,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8838782,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8838782,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20210428105446_release"",""version_uuid"":""c57257f6-78f7-4ce3-8739-c749e09b7493""}",v_20231130171454,0,null,v_lixzheng,2024-08-21 10:23:00,2024-08-21 10:32:35,8,9m31s,false,1m17s,8,100,false,8,100,false,1,12.5,true,1,0,3s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8838752,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8838752,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-21 10:22:51,2024-08-21 10:24:02,2,1m7s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8838362,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8838362,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-21 10:22:49,2024-08-21 10:24:04,2,1m11s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8834142,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8834142,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,winonali,2024-08-20 19:26:44,2024-08-20 19:28:27,3,1m38s,false,13s,3,100,false,3,100,false,3,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8827189,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8827189,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240816094530"",""version_uuid"":""7668e489-a7d7-4176-b2f9-b382829f2b0d""}",v_20240729195701,0,null,v_lixzheng,2024-08-20 15:21:20,2024-08-20 15:30:59,112,9m33s,false,1m7s,112,100,false,112,100,false,20,17.857142857142858,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8826264,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8826264,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240816094530"",""version_uuid"":""7668e489-a7d7-4176-b2f9-b382829f2b0d""}",v_20240729195701,0,null,v_lixzheng,2024-08-20 15:13:26,2024-08-20 15:44:13,136,23m20s,true,1m26s,109,80.14705882352942,false,6,4.411764705882353,true,19,13.970588235294118,true,1,0,4s,false,false,false,0,0s,"变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8826105,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8826105,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-20 14:48:30,2024-08-20 14:58:45,8,10m9s,true,1m14s,8,100,false,8,100,false,1,12.5,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8826069,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8826069,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-20 14:48:27,2024-08-20 14:49:51,1,44s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8826045,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8826045,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-20 14:48:21,2024-08-20 15:01:32,6,13m6s,true,1m15s,4,66.66666666666666,false,4,66.66666666666666,false,1,16.666666666666664,true,1,0,3s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8826023,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8826023,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-20 14:44:46,2024-08-20 14:45:50,1,59s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
