变更单 ID,变更类型,变更单地址,项目 ID,项目名称,应用ID,应用名称,软件版本,配置变量版本,配置模版版本,流水线 ID,审批人,执行人,变更单开始时间,变更单结束时间,变更实例数目,任务正式变更总时长（全量时长）,是否灰度,第一个实例到第二个实例执行间隔,在 10min 内开始执行实例数,在 10min 内开始执行实例比例,是否灰度单台,最后 10min 内完成执行实例数,最后 10min 内完成执行实例比例,批量策略是否合格,最大并发实例数,最大并发实例比例,是否有暂停/观察,暂停/观察点数目,暂停/观察时间大于 30min 点数目,第一个暂停/观察点时长,第一个暂停/观察点时长是否大于 30min,是否强制回滚验证,变更单是否存在回滚,回滚实例数,回滚时长,不合规信息
8841630,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8841630,818,通讯平台_微信C2C传图,74125,capd_social_ops_page,2024.08.20,,,0,null,letoli,2024-08-21 11:23:51,2024-08-21 11:26:22,2,1m18s,false,41s,2,100,false,2,100,false,1,50,true,1,0,3s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8839625,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8839625,818,通讯平台_微信C2C传图,133494,capd-social-utilities,240815.1,,20240820.1,0,null,letoli,2024-08-21 10:37:14,2024-08-21 10:45:08,3,7m6s,false,6m0s,3,100,false,3,100,false,1,33.33333333333333,true,2,0,5m36s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8839293,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8839293,818,通讯平台_微信C2C传图,12869,front_sns_SOCRelease,20240813170721,"{""version_name"":""v_20240821102618"",""version_uuid"":""6bddb9b9-3763-4233-9568-c68ecd464a34""}",v_20240813133814,0,null,v_lixzheng,2024-08-21 10:43:14,2024-08-21 11:04:28,133,13m47s,true,1m40s,105,78.94736842105263,false,113,84.9624060150376,false,20,15.037593984962406,true,1,0,4s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8839262,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8839262,818,通讯平台_微信C2C传图,12869,front_sns_SOCRelease,20240813170721,"{""version_name"":""v_20240821102618"",""version_uuid"":""6bddb9b9-3763-4233-9568-c68ecd464a34""}",v_20240813133814,0,null,v_lixzheng,2024-08-21 10:41:18,2024-08-21 11:01:46,126,13m17s,true,1m35s,106,84.12698412698413,false,119,94.44444444444444,false,20,15.873015873015872,true,1,0,4s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8838357,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8838357,818,通讯平台_微信C2C传图,17454,c2c_front_inner,24.7.1.1,"{""version_name"":""v_20240821095235"",""version_uuid"":""bd9564ce-cb2a-4454-859b-59e1299b182b""}",v_20240821100457,0,null,winonali,2024-08-21 10:11:26,2024-08-21 10:12:39,1,7s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8837908,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8837908,818,通讯平台_微信C2C传图,17454,c2c_front_inner,24.7.1.1,"{""version_name"":""v_20240821095235"",""version_uuid"":""bd9564ce-cb2a-4454-859b-59e1299b182b""}",v_20240820195109,0,null,winonali,2024-08-21 09:53:46,2024-08-21 09:57:10,1,10s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8832142,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8832142,818,通讯平台_微信C2C传图,120937,soc-ocean-access,0.2.1,"{""version_name"":""v_20240806144428"",""version_uuid"":""e5653110-673e-4296-b96e-208fbb19d7bf""}",v_20240816180844,0,null,tianchengyu,2024-08-20 17:26:12,2024-08-21 14:13:09,13,20h45m1s,true,16h48m28s,1,7.6923076923076925,true,7,53.84615384615385,false,1,7.6923076923076925,true,3,3,16h47m43s,true,true,false,0,0s,"变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8831081,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8831081,818,通讯平台_微信C2C传图,17454,c2c_front_inner,24.7.1.1,"{""version_name"":""v_20240807150932"",""version_uuid"":""82fda0fa-d2fc-4354-b4db-5f16a849dcfe""}",v_20240619144856,0,null,winonali,2024-08-20 17:03:48,2024-08-20 17:12:30,1,1m16s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8827190,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8827190,818,通讯平台_微信C2C传图,17457,c2c_front_soc,24.7.1.2,"{""version_name"":""v_20240820095602"",""version_uuid"":""368cd483-940a-4fae-a68b-d95e75779285""}",24.6.1.8,0,null,v_lixzheng,2024-08-20 15:22:54,2024-08-20 15:49:21,112,22m10s,true,3m0s,61,54.46428571428571,false,67,59.82142857142857,false,20,17.857142857142858,true,1,0,5s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8826267,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8826267,818,通讯平台_微信C2C传图,17457,c2c_front_soc,24.7.1.2,"{""version_name"":""v_20240820095602"",""version_uuid"":""368cd483-940a-4fae-a68b-d95e75779285""}",24.6.1.8,0,null,v_lixzheng,2024-08-20 15:23:02,2024-08-20 16:02:56,136,32m11s,true,2m41s,58,42.64705882352941,false,21,15.441176470588236,true,20,14.705882352941178,true,1,0,6s,false,true,false,0,0s,"变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8816661,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8816661,818,通讯平台_微信C2C传图,5669,front_sns_12,2024082014,"{""version_name"":""v_20240814152712"",""version_uuid"":""42d4e29a-42f2-45e2-a5d1-c6136bb6dc84""}",v_20240813143525,0,null,chanwlzeng,2024-08-20 10:36:30,2024-08-22 23:53:25,1754,54h16m6s,true,32m29s,1,0.05701254275940707,true,12,0.6841505131128849,true,9,0.5131128848346637,true,5,5,30m12s,true,true,true,1671,0s,
8816151,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8816151,818,通讯平台_微信C2C传图,17457,c2c_front_soc,24.7.1.2,"{""version_name"":""v_20240820095602"",""version_uuid"":""368cd483-940a-4fae-a68b-d95e75779285""}",24.6.1.8,0,null,v_lixzheng,2024-08-20 10:39:31,2024-08-20 11:15:24,130,30m41s,true,2m34s,57,43.84615384615385,false,25,19.230769230769234,true,20,15.384615384615385,true,1,0,5s,false,true,false,0,0s,"变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8815612,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8815612,818,通讯平台_微信C2C传图,17457,c2c_front_soc,24.7.1.2,"{""version_name"":""v_20240820095602"",""version_uuid"":""368cd483-940a-4fae-a68b-d95e75779285""}",24.6.1.8,0,null,v_lixzheng,2024-08-20 10:39:37,2024-08-20 11:08:39,101,24m28s,true,2m33s,61,60.396039603960396,false,39,38.613861386138616,true,20,19.801980198019802,true,1,0,5s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8804799,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8804799,818,通讯平台_微信C2C传图,118666,front_sns_dc_oversea,20240819145033,"{""version_name"":""v_20240814152712"",""version_uuid"":""42d4e29a-42f2-45e2-a5d1-c6136bb6dc84""}",v_20240813143525,0,null,chanwlzeng,2024-08-19 15:19:31,2024-08-22 12:17:33,325,68h25m6s,true,42m35s,1,0.3076923076923077,true,12,3.6923076923076925,true,4,1.2307692307692308,true,5,2,36m44s,true,true,false,0,0s,"变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8804612,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8804612,818,通讯平台_微信C2C传图,17457,c2c_front_soc,24.7.1.2,"{""version_name"":""v_20240819150650"",""version_uuid"":""c5f5c3aa-1a54-47a9-a437-bea78cdb56d0""}",24.6.1.8,0,null,v_lixzheng,2024-08-19 15:19:04,2024-08-19 16:06:26,82,1h1m22s,true,3m13s,30,36.58536585365854,false,2,2.4390243902439024,true,17,20.73170731707317,true,1,0,5s,false,true,false,0,0s,"变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8804589,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8804589,818,通讯平台_微信C2C传图,17457,c2c_front_soc,24.7.1.2,"{""version_name"":""v_20240819150650"",""version_uuid"":""c5f5c3aa-1a54-47a9-a437-bea78cdb56d0""}",24.6.1.8,0,null,v_lixzheng,2024-08-19 15:11:13,2024-08-19 16:11:37,128,1h10m55s,true,3m39s,33,25.78125,false,18,14.0625,true,25,19.53125,true,1,0,5s,false,true,false,0,0s,"变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8802399,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8802399,818,通讯平台_微信C2C传图,17417,zone_master,2.0.8,"{""version_name"":""v_20240819100606"",""version_uuid"":""c33f85b8-fa21-4aa8-bdfd-bb9bd506bb26""}",v_20240716142711,0,null,siriuslin,2024-08-19 14:17:15,2024-08-21 15:34:43,4,48h20m55s,true,24h8m10s,1,25,true,1,25,true,1,25,true,3,3,24h6m2s,true,true,false,0,0s,"变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
"
8799708,配置变更,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8799708,818,通讯平台_微信C2C传图,17456,c2c_front_tsoc,,"{""version_name"":""v_20240819112354"",""version_uuid"":""a425b015-71a7-4404-a425-9fb9f6659bfe""}",24.6.1.8,0,null,winonali,2024-08-19 11:28:28,2024-08-19 15:13:56,312,3h36m46s,true,20m38s,1,0.3205128205128205,true,19,6.089743589743589,true,6,1.9230769230769231,true,1,0,19m35s,false,true,false,0,0s,"变更单第一个暂停/观察点时长小于 30min! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8796787,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8796787,818,通讯平台_微信C2C传图,12869,front_sns_SOCRelease,20240813170721,"{""version_name"":""v_20240819102724"",""version_uuid"":""5db433d1-e8e5-4211-b96c-84968a4941d4""}",v_20240813133814,0,null,v_lixzheng,2024-08-19 10:33:06,2024-08-19 10:59:11,121,21m59s,true,1m40s,60,49.586776859504134,false,60,49.586776859504134,true,11,9.090909090909092,true,1,0,4s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8796765,版本发布,http://zhiyan.woa.com/cicd/818/deploy/#/deploy/detail/8796765,818,通讯平台_微信C2C传图,12869,front_sns_SOCRelease,20240813170721,"{""version_name"":""v_20240819102724"",""version_uuid"":""5db433d1-e8e5-4211-b96c-84968a4941d4""}",v_20240813133814,0,null,v_lixzheng,2024-08-19 10:29:12,2024-08-19 10:45:20,128,12m53s,true,1m33s,113,88.28125,false,127,99.21875,false,20,15.625,true,1,0,4s,false,true,false,0,0s,"变更单全量耗时小于 30min! 
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8839911,配置变更,http://zhiyan.woa.com/cicd/820/deploy/#/deploy/detail/8839911,820,图片平台_微信朋友圈,2283,http_huiyuan,,"{""version_name"":""v_20240311152701"",""version_uuid"":""a06b8505-23c4-44f7-8991-f7595aff4ee3""}",v_20240820171503,0,null,zoropang,2024-08-21 11:04:43,2024-08-21 15:01:08,84,3h40m26s,true,32m50s,1,1.1904761904761905,true,21,25,true,21,25,true,7,2,32m36s,true,true,false,0,0s,"变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8876858,配置变更,http://zhiyan.woa.com/cicd/1014/deploy/#/deploy/detail/8876858,1014,图片平台_QQ头像,66841,preindex,,"{""version_name"":""v_20240822153823"",""version_uuid"":""0002c399-b0ed-4d74-908d-df98d4ca5f7e""}",v_20240822165122,0,null,jinglunchen,2024-08-22 16:52:01,2024-08-22 17:02:43,2,5m8s,false,3m51s,2,100,false,2,100,false,1,50,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8873551,版本发布,http://zhiyan.woa.com/cicd/1014/deploy/#/deploy/detail/8873551,1014,图片平台_QQ头像,66841,preindex,2.0.1.3,"{""version_name"":""v_20240814145358"",""version_uuid"":""18f178a0-022d-4f13-a270-fdfa2b5c35bb""}",v_20240815144333,0,null,jinglunchen,2024-08-22 15:12:36,2024-08-22 15:15:26,2,2m43s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8839636,版本发布,http://zhiyan.woa.com/cicd/1014/deploy/#/deploy/detail/8839636,1014,图片平台_QQ头像,66841,preindex,2.0.1.2,"{""version_name"":""v_20240814145358"",""version_uuid"":""18f178a0-022d-4f13-a270-fdfa2b5c35bb""}",v_20240815144333,0,null,jinglunchen,2024-08-21 10:38:06,2024-08-21 10:40:24,2,2m13s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8802435,版本发布,http://zhiyan.woa.com/cicd/1014/deploy/#/deploy/detail/8802435,1014,图片平台_QQ头像,3165,preupload,5.0.1.8,"{""version_name"":""v_20240819115220"",""version_uuid"":""31a41f25-41d8-49a1-b150-03b06ea9a8e5""}",v_20240604105011,0,null,danielpu,2024-08-19 14:09:48,2024-08-21 11:12:04,21,44h13m51s,true,1h19m49s,1,4.761904761904762,true,4,19.047619047619047,true,1,4.761904761904762,true,7,7,1h17m55s,true,true,false,0,0s,
8896415,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8896415,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240822111322"",""version_uuid"":""d6b5ae23-0b9b-4857-9d61-50fb20be402f""}",v_20240822141332,0,null,v_lixzheng,2024-08-23 14:40:49,2024-08-23 14:52:33,69,11m39s,true,1m27s,66,95.65217391304348,false,68,98.55072463768117,false,10,14.492753623188406,true,1,0,5s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8896394,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8896394,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240822105917"",""version_uuid"":""a0b4c2e4-4f85-4146-95e3-3cd2bb01e2b4""}",v_20240822141938,0,null,v_lixzheng,2024-08-23 14:37:51,2024-08-23 14:45:14,74,7m18s,false,1m27s,74,100,false,74,100,false,20,27.027027027027028,true,1,0,5s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8896361,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8896361,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20210428105446_release"",""version_uuid"":""c57257f6-78f7-4ce3-8739-c749e09b7493""}",v_20231130171454,0,null,v_lixzheng,2024-08-23 14:35:38,2024-08-23 14:46:23,8,10m41s,true,1m17s,8,100,false,8,100,false,1,12.5,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8896352,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8896352,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-23 14:35:36,2024-08-23 14:36:52,2,1m12s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8896342,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8896342,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-23 14:35:30,2024-08-23 14:46:56,8,11m20s,true,1m15s,7,87.5,false,7,87.5,false,2,25,true,1,0,3s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8896334,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8896334,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-23 14:35:28,2024-08-23 14:36:42,2,52s,false,1s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8888107,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8888107,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240822105917"",""version_uuid"":""a0b4c2e4-4f85-4146-95e3-3cd2bb01e2b4""}",v_20240822141938,0,null,v_lixzheng,2024-08-23 10:22:11,2024-08-23 10:36:51,168,14m34s,true,1m40s,121,72.02380952380952,false,135,80.35714285714286,false,20,11.904761904761903,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8887232,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8887232,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-23 10:06:31,2024-08-23 10:26:46,16,20m10s,true,1m20s,8,50,false,8,50,true,1,6.25,true,1,0,10s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8887225,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8887225,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-23 10:06:23,2024-08-23 10:07:38,2,1m10s,false,0s,2,100,false,2,100,false,2,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8887209,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8887209,1096,图片平台_缓存系统,9618,cachenode,cvm_v1.2.0,"{""version_name"":""v_20240822105917"",""version_uuid"":""a0b4c2e4-4f85-4146-95e3-3cd2bb01e2b4""}",v_20240822141938,0,null,v_lixzheng,2024-08-23 10:06:28,2024-08-23 10:21:00,80,9m14s,false,1m59s,80,100,false,80,100,false,20,25,true,1,0,28s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目超过 10 个且暂停超过 30min 暂停数目不超过 3 个！
"
8887198,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8887198,1096,图片平台_缓存系统,16336,route,route_v1.0.5,"{""version_name"":""v_20240116161414"",""version_uuid"":""6eb30a3e-6b50-4531-8f22-7b39987507c7""}",v_20231207194846,0,null,v_lixzheng,2024-08-23 10:04:38,2024-08-23 10:12:17,6,7m34s,false,1m20s,6,100,false,6,100,false,1,16.666666666666664,true,1,0,4s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单未进行灰度单台！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
8887193,版本发布,http://zhiyan.woa.com/cicd/1096/deploy/#/deploy/detail/8887193,1096,图片平台_缓存系统,16245,master,master_v1.0.6,"{""version_name"":""v_20240725164816"",""version_uuid"":""a00600e1-fb50-47cb-8337-2268ed1f1e55""}",v_20240116110646,0,null,v_lixzheng,2024-08-23 10:04:35,2024-08-23 10:05:39,1,1m0s,false,0s,1,100,true,1,100,false,1,100,false,0,0,0s,false,false,false,0,0s,"变更单全量耗时小于 30min! 
变更单未开启强制回滚验证！
变更单第一个暂停/观察点时长小于 30min! 
变更单全量第一批实例（前十分钟）内开始执行实例数目大于 10%! 
变更单全量最后一批实例（最后十分钟）内变更实例超过 50%! 
变更实例数目不超过 10 个且暂停超过 30min 暂停数目不超过 2 个！
"
